#class tools::wcsv::ntuple
#title Edep and TrackL
#separator 44
#vector_separator 59
#column double Eabs
#column double Labs
1,0.943874
0,0
0.759472,0.807472
0.304514,0.190216
0.108153,0.0502111
0,0
0,0
1,0.754387
0.741483,0.618445
1,1.00867
0,0
0.78681,0.938104
1,1.03644
0,0
1,1.02054
0.438875,0.432319
0.502285,0.460128
0.733422,0.647209
0.442093,0.340582
0.318763,0.222284
1,0.866249
0.80116,1.00392
0.498251,0.43895
0.531441,0.505089
0.429325,0.367019
1,0.822409
1,0.920881
0,0
1,0.995348
0.604581,0.667929
1,0.725103
0.730466,0.853806
0,0
0.746814,0.87821
1,0.675467
1,0.743038
1,0.813101
0,0
0,0
1,0.922585
0.43097,0.353523
0.496505,0.367494
0.6183,0.687966
1,0.81133
1,0.994897
1,0.880792
1,0.966137
0.861879,0.798681
0.751303,0.866736
0.0858295,0.0342333
0.414512,0.308992
1,0.999335
1,1.07882
0.615045,0.564589
1,0.904181
0.425328,0.413758
1,0.940234
0.585751,0.550764
0,0
0.461687,0.463872
1,0.930868
1,1.0656
0.14697,0.082734
1,0.743397
0.0183169,0.00252778
1,1.06243
0.282498,0.228623
1,0.854153
1,0.88642
0.391985,0.2749
0.230174,0.167619
0,0
0.747915,0.702652
0.379098,0.351534
0.63253,0.524882
1,0.93503
0.30959,0.261915
0.708361,0.776623
0.392204,0.265241
0,0
1,0.671689
0.239418,0.178039
0.532642,0.463934
0.84171,0.886583
0.448738,0.445917
1,0.919444
0.732965,0.857534
0,0
0.817038,0.849672
1,0.83482
0.0696694,0.0241435
0.226389,0.163402
0.66154,0.751513
1,1.05194
1,1.00817
1,0.827338
0.26983,0.213429
0,0
1,1.0158
0,0
0.784429,0.668988
0.640534,0.720572
0.73038,0.801798
0,0
0.836269,0.855781
1,0.746224
0.786663,0.841295
1,0.997939
0.509341,0.359478
0.690345,0.794133
0.665155,0.688482
1,0.967083
0.600532,0.565056
0,0
0.829096,0.790364
1,0.803371
0.214338,0.150174
1,0.896575
0.683883,0.784553
1,0.855833
1,0.896495
1,1.04761
1,0.938772
0.111099,0.0524796
1,0.798553
1,0.915095
1,0.676878
0,0
0.58753,0.401637
0.743681,0.679931
1,0.893018
1,0.932717
1,0.878036
1,1.03794
0.433875,0.315437
0.80382,0.925802
0.416151,0.401264
0.712225,0.826636
1,0.956205
0.335971,0.205368
0.604806,0.452082
0,0
1,1.0575
0.607419,0.672069
0.446709,0.384068
0,0
0.567788,0.614526
1,1.02328
0.547003,0.449173
0.836978,0.65065
0,0
0.531225,0.561995
1,0.879173
1,0.637577
1,0.877663
0.819626,0.795183
0.167317,0.101801
0,0
1,0.99144
1,1.04265
0.843054,0.715628
1,1.00713
1,0.856188
0,0
0.614462,0.682355
1,0.843912
1,0.883433
0,0
1,0.912623
0.752447,0.886629
0,0
0,0
0,0
1,0.995769
0.721207,0.840006
0.697425,0.774011
0.796764,0.762219
0,0
1,0.9433
1,0.919997
1,0.734242
0,0
1,0.839241
0.747867,0.79725
0,0
1,0.861599
0.780391,0.928474
0.223246,0.0992031
0.211022,0.146589
0.394836,0.293572
1,0.814317
0.654516,0.649665
0,0
0.527777,0.557071
1,0.816967
1,0.791758
1,1.06699
0.818361,0.909813
0.588292,0.644224
1,0.930307
1,0.866376
1,1.04722
1,0.877011
1,0.751756
1,0.743422
0.48288,0.429347
1,0.897017
1,1.29992
1,0.78481
0,0
0.360325,0.245768
1,0.865402
1,1.03237
1,1.03264
1,1.20558
1,0.669136
1,0.820373
0.751878,0.822885
0.811736,0.878451
0.8691,0.770609
0.750648,0.745889
0,0
1,1.03904
0.312226,0.186376
1,1.02301
0.812474,0.778937
1,0.886817
0.0385206,0.00886416
1,0.814837
1,1.03506
0.363076,0.231795
0.802693,0.730841
1,1.03292
0,0
0.756833,0.713046
0.415608,0.228346
0.698008,0.56716
1,1.00476
1,0.7739
0,0
1,1.0484
0.625641,0.479562
0.845749,0.942731
0.271302,0.215181
1,1.05189
1,0.862238
0.361292,0.270553
0.785057,0.935473
0,0
0.676768,0.774018
1,0.642537
0.846389,0.86877
1,1.04387
0,0
0.23619,0.130387
1,0.952424
0,0
1,0.83531
0.0391658,0.0091174
1,0.946191
0,0
0.439859,0.273951
0,0
1,1.07247
0.513701,0.537029
0.790227,0.824452
1,1.0431
1,0.858548
0.756821,0.496494
1,1.0147
0,0
0.275509,0.22021
0.380118,0.352886
0.767019,0.908433
0.639339,0.549162
0.37281,0.254431
1,0.909884
0.593008,0.424216
1,0.778939
0,0
0.831227,0.932618
0.620505,0.638819
0.698509,0.806248
1,1.00804
0.800147,0.890656
0.665255,0.756997
0.257668,0.199084
1,0.959151
0.861733,0.803258
1,0.878466
0.453563,0.452594
0.562664,0.59754
0.706717,0.580941
0.71113,0.480408
0.418137,0.415719
1,0.885908
1,0.718283
1,0.993799
1,0.78502
1,0.811592
0,0
0.669092,0.594892
0.750747,0.862831
1,1.02165
0.882497,0.754458
0.787894,0.939731
0,0
0.0343432,0.0072963
1,0.910978
1,0.860198
0,0
0,0
0.727661,0.758884
1,0.787053
1,0.833427
0.734925,0.674637
0.224389,0.161185
0.306244,0.152862
0.48542,0.49706
1,0.732345
1,0.75103
1,0.806735
1,0.771578
0.408563,0.390986
0.578975,0.463281
0.0299524,0.00578694
1,0.864247
0.614586,0.572177
0,0
0.651504,0.736715
0.593486,0.590011
1,0.752291
0,0
0,0
0.801737,0.793838
0.820184,0.904124
1,0.919867
0.715709,0.746492
0.564034,0.609106
0.53557,0.568207
1,0.802177
1,0.837301
0.641778,0.578339
0.0999617,0.0314849
0,0
0,0
1,0.958129
1,1.02969
0.687734,0.491698
1,0.782206
0.763861,0.810004
0.654099,0.666014
1,0.887835
1,0.883159
0.441292,0.314284
0.842093,0.779801
0.746853,0.878267
1,1.02415
1,0.921556
0.567075,0.334776
1,0.829169
0.768125,0.877511
0.63619,0.71419
