#class tools::wcsv::ntuple
#title Edep and TrackL
#separator 44
#vector_separator 59
#column double Eabs
#column double Labs
1,0.914596
0.818028,1.04509
0.694412,0.916748
0.556754,0.490054
0.0381188,0.00854756
0,0
0.747773,0.97437
0.0739949,0.0240137
1,0.76325
0.811727,0.512079
0.761301,0.907229
0,0
0.675308,0.320935
0.792325,0.823562
0.223926,0.163376
0.105727,0.0473137
0,0
0.717683,0.858177
0.789799,0.56468
0.155506,0.0825979
0,0
1,1.39054
0,0
0.369617,0.372425
1,0.780866
1,0.972292
0.407129,0.0764505
0.26881,0.17524
1,0.801103
1,0.935249
1,0.814995
0.79403,0.782998
1,1.02903
1,0.73808
1,1.15953
0,0
0.769244,0.942606
0.512293,0.42328
0,0
0,0
0.134831,0.233408
1,0.960031
0.145064,0.0848585
1,0.779224
0,0
0.73277,0.782978
0.855935,0.756206
1,1.00273
0.667766,0.593708
1,1.17271
1,1.09062
0.692982,0.50274
1,1.01277
1,1.03396
0.608602,0.793254
0.625959,0.567204
0,0
0.23531,0.162849
1,0.710926
1,1.0325
1,0.766391
0.852025,0.874728
1,0.69706
0.573668,0.492977
1,0.725971
1,0.794539
1,1.18379
0.87783,1.06495
1,0.910475
1,1.31066
0.478531,0.563138
0,0
1,0.742201
1,0.95617
0.362592,0.314166
1,1.09406
0.761391,0.811827
1,0.693882
1,0.754032
1,0.896064
1,1.49937
0.708668,0.592096
1,0.966104
1,0.823616
1,0.635266
1,1.23591
0.623958,0.432021
0.647197,0.601191
0.723176,0.711616
0.41591,0.317937
0.812096,0.706514
0.402392,0.317134
0,0
0.81563,0.706833
1,0.68954
1,0.822638
0.385685,0.295865
1,0.518063
1,0.814189
1,0.886504
0,0
0.499144,0.466006
0.236214,0.15471
0.538495,0.480837
0.777864,1.14505
0,0
0.791752,0.789376
0.432638,0.291999
0.327724,0.272483
0.0344908,0.00738694
1,0.857905
1,0.76412
1,1.35972
0.113616,0.0657325
0.11317,0.0619098
0.823611,0.93758
1,0.910648
1,0.511274
1,0.987044
0.690876,0.64794
1,0.870163
1,0.830704
1,0.878399
0,0
0.76399,0.89685
0.530874,0.446391
1,1.14197
1,0.367209
0.664009,0.600976
0.656871,0.820134
1,0.692134
1,0.919489
1,1.3716
1,0.773592
0.607319,0.695252
0,0
1,0.692957
1,0.985059
0,0
1,0.961726
0,0
1,1.03789
0.466588,0.467694
0.819018,0.738425
0,0
1,0.901878
1,0.648859
1,0.982326
1,0.903048
0.715461,0.755773
0,0
0.621756,0.884056
0.410053,0.297999
1,1.02925
1,0.781705
1,0.849107
0.855028,0.988233
0.290783,0.188671
0,0
0.740979,0.636536
1,0.520491
1,0.918167
1,0.460327
1,1.14112
1,0.984637
0,0
0.195481,0.1395
0.585483,0.516937
0.15923,0.121153
0.14234,0.0864362
0.0592505,0.0227557
0,0
1,1.13414
0.361885,0.305358
0.768735,1.0901
0.736759,0.771491
0.625953,0.614763
1,0.688373
1,1.101
0,0
0.746758,0.877732
1,0.827342
1,1.17881
0.21341,0.159548
0.472642,0.457603
1,1.2301
0.499991,0.444076
0.25393,0.130101
1,0.811834
1,1.04768
1,1.01654
1,1.17618
0.592682,0.519387
0.54842,0.400277
0.770013,1.08634
1,0.923053
0.697092,0.539317
0.534145,0.615278
0,0
1,1.00783
0.647016,0.597167
1,1.02251
0.684003,0.589193
0.309975,0.216504
0.454792,0.255033
0,0
1,0.900486
0.580278,0.658301
0.620923,0.559789
0,0
1,0.840874
0.634944,0.63279
1,0.900895
1,0.966025
0.800049,0.888124
1,0.719939
0.62253,0.659135
0.438702,0.452175
0,0
1,0.94102
0.529621,0.476554
0,0
0.799799,0.652797
0.513882,0.559415
1,0.559917
0.165598,0.0732326
0.673714,0.631289
0.407957,0.413871
1,0.927476
1,0.867507
1,0.820454
0.535006,0.390639
1,0.860809
1,1.15013
1,0.883502
0,0
0.377885,0.381313
1,0.907561
0.604037,0.597061
0.720167,0.586483
0,0
0,0
1,0.754572
0,0
1,1.009
1,1.01498
1,1.25515
1,0.934065
1,0.647976
0.454173,0.499018
0.734815,0.611294
1,0.722357
1,0.795408
0.5392,0.423396
0,0
0.724707,0.655726
0,0
1,0.964228
1,0.776748
0,0
0.742043,0.713476
0.799196,0.762509
0.708178,0.707001
0.616377,0.569249
0.800861,0.8845
0,0
0.767779,0.859511
1,0.800052
0,0
0,0
0.252288,0.176901
0.291715,0.141136
1,1.12157
0.61889,0.457039
0.19247,0.134364
0.636201,0.739664
0.639044,0.534617
0.554157,0.688789
0.743063,0.810847
1,0.853052
0.758393,0.735051
0.77019,0.742992
0.735473,0.837936
0.744179,0.428612
1,0.894339
0,0
1,0.930475
0.641599,0.725736
0.670444,0.724047
1,1.10256
1,0.898392
1,0.890317
1,0.847214
0.662718,0.743181
0.714203,0.66882
0.791981,0.304611
0.249559,0.224289
0.669364,0.699912
0.478205,0.378541
1,0.943377
1,1.00028
0.256206,0.127073
1,0.715456
0.11731,0.0636002
0.0683812,0.0205132
1,0.856508
1,0.794393
1,0.750621
1,1.18656
0.701993,0.669108
1,1.14444
0.552042,0.515296
1,0.766128
0.771593,1.05621
0.500353,0.544273
1,1.00051
0.729599,0.474134
1,0.6745
0.684036,0.661848
1,1.05673
1,0.893226
1,0.814465
1,0.975978
1,0.74205
1,1.08006
1,0.710967
0.768128,0.861987
1,1.45699
1,1.03759
0.450795,0.503508
0,0
0.702606,0.775231
1,1.07147
1,0.963013
0.758383,0.98273
1,0.864447
0.748206,1.01326
1,0.703012
1,1.14287
0.673135,0.536377
1,1.03136
0.774539,0.922181
1,0.95566
0.730414,0.572943
0,0
1,0.617586
1,1.14051
0,0
1,1.01255
0.733032,0.683155
0,0
0,0
1,0.847452
0.797065,1.18939
0.768027,0.790231
0.51365,0.414833
1,0.747474
0.716692,0.685334
1,1.15811
1,1.15125
0.192595,0.13848
0.148617,0.0780017
1,1.54171
0.790961,0.874806
1,1.21106
1,0.933591
0,0
1,0.718374
1,0.862383
1,0.814365
1,0.864213
0,0
0.0280624,0.00231477
0.650886,0.699234
1,0.867288
0.0317904,0.00639572
1,1.0763
1,0.995034
0.389234,0.402981
0.523273,0.420641
0.697409,0.751818
1,0.999509
1,1.03449
1,1.23101
0.463036,0.448862
1,0.826956
1,1.35472
1,1.13282
1,0.588651
1,0.926747
0.789174,0.430022
0,0
